ID   source_index target_index  pSource.x   pSource.y    pSource.z   pTarget.x   pTarget.y    pTarget.z   currentR  endvertex 
 4659      14168      6134      1.71875      -4.15625      5.041      1.67969      -4.09375      5.244      0.00824309      0
 4660      8850      14168      1.67969      -4.09375      5.244      1.67969      -3.9375      5.309      0.00680621      0
 4661      8848      8850      1.67969      -3.9375      5.309      1.64844      -3.96875      5.433      0.00570257      0
 4662      6399      8848      1.64844      -3.96875      5.433      1.50781      -3.9375      5.539      0.00458378      0
 4663      8846      8848      1.64844      -3.96875      5.433      1.625      -4      5.6      0.0031823      0
 4664      14298      8848      1.64844      -3.96875      5.433      1.63281      -3.90625      5.585      0.00323376      0
 4665      14300      8848      1.64844      -3.96875      5.433      1.58594      -3.96875      5.599      0.0024378      1
 4666      14294      14298      1.63281      -3.90625      5.585      1.77344      -3.75      5.686      0.000631454      1
 4667      8844      8846      1.625      -4      5.6      1.58594      -4.0625      5.605      0.00102653      0
 4668      14302      8844      1.58594      -4.0625      5.605      1.53906      -4.03125      5.738      0.000372785      1
 4669      1069      6399      1.50781      -3.9375      5.539      1.49219      -3.90625      5.592      0.00331295      0
 4670      8711      6399      1.50781      -3.9375      5.539      1.44531      -4.0625      5.506      0.0034479      0
 4671      14425      6399      1.50781      -3.9375      5.539      1.35156      -4      5.451      0.00184279      1
 4672      14427      8711      1.44531      -4.0625      5.506      1.30469      -4.0625      5.533      0.0024655      0
 4673      6534      14427      1.30469      -4.0625      5.533      1.21094      -4.0625      5.63      0.00154629      0
 4674      8575      6534      1.21094      -4.0625      5.63      1.17969      -4.15625      5.799      0.000520867      1
 4675      1068      1069      1.49219      -3.90625      5.592      1.46094      -3.96875      5.663      0.00235037      0
 4676      1067      1068      1.46094      -3.96875      5.663      1.4375      -4      5.755      0.00169      0
 4677      1066      1067      1.4375      -4      5.755      1.40625      -4.0625      5.843      0.00101307      0
 4678      14303      1066      1.40625      -4.0625      5.843      1.50781      -4.09375      5.905      0.000312466      1
 4679      1289      1290      1.6875      -4.25      5.048      1.66406      -4.3125      5.106      0.000217299      1
 4680      9287      13918      1.94531      -4.28125      5.064      2      -4.3125      5.074      0.00210451      0
 4681      1531      9287      2      -4.3125      5.074      1.98438      -4.4375      5.086      0.00148158      0
 4682      9286      9287      2      -4.3125      5.074      1.96094      -4.375      5.176      0.000883394      1
 4683      9427      9287      2      -4.3125      5.074      2.16406      -4.40625      5.126      0.000883394      1
 4684      5869      1531      1.98438      -4.4375      5.086      1.89844      -4.5      5.132      0.00050376      1
 4685      13807      1531      1.98438      -4.4375      5.086      2.00781      -4.46875      5.062      0.000937361      0
 4686      9424      13807      2.00781      -4.46875      5.062      2.07031      -4.59375      5.027      0.000371737      1
 4687      9425      13807      2.00781      -4.46875      5.062      2.125      -4.46875      5.113      0.000371737      1
 4688      9133      6003      1.78906      -4.34375      5.03      1.79688      -4.375      5.053      0.00264502      0
 4689      6005      9133      1.79688      -4.375      5.053      1.74219      -4.40625      5.065      0.00229542      0
 4690      9127      6005      1.74219      -4.40625      5.065      1.73438      -4.46875      5.232      0.00149749      0
 4691      14045      6005      1.74219      -4.40625      5.065      1.61719      -4.4375      5.023      0.000971107      1
 4692      1407      9127      1.73438      -4.46875      5.232      1.76562      -4.53125      5.24      0.000435635      1
 4693      8988      9127      1.73438      -4.46875      5.232      1.57812      -4.4375      5.28      0.000435635      1
 4694      14043      1408      1.89062      -4.21875      5.215      1.78125      -4.28125      5.271      0.0280286      0
 4695      9130      14043      1.78125      -4.28125      5.271      1.78906      -4.375      5.324      0.0269967      0
 4696      6007      9130      1.78906      -4.375      5.324      1.80469      -4.34375      5.542      0.0231864      0
 4697      14044      9130      1.78906      -4.375      5.324      1.75      -4.34375      5.533      0.0256468      0
 4698      1283      14044      1.75      -4.34375      5.533      1.63281      -4.3125      5.687      0.0239382      0
 4699      8838      1283      1.63281      -4.3125      5.687      1.52344      -4.1875      5.842      0.0221901      0
 4700      8836      8838      1.52344      -4.1875      5.842      1.49219      -4.21875      5.933      0.0208424      0
 4701      14304      8836      1.49219      -4.21875      5.933      1.45312      -4.1875      5.986      0.0201311      0
 4702      14305      14304      1.45312      -4.1875      5.986      1.41406      -4.21875      6.037      0.0195431      0
 4703      8706      14305      1.41406      -4.21875      6.037      1.39844      -4.0625      6.241      0.00898167      1
 4704      14307      14305      1.41406      -4.21875      6.037      1.35938      -4.3125      6.105      0.0187328      0
 4705      14308      14307      1.35938      -4.3125      6.105      1.33594      -4.34375      6.26      0.0175691      0
 4706      6410      14308      1.33594      -4.34375      6.26      1.22656      -4.40625      6.4      0.0161713      0
 4707      951      6410      1.22656      -4.40625      6.4      1.05469      -4.40625      6.477      0.00939603      0
 4708      6412      6410      1.22656      -4.40625      6.4      1.15625      -4.5      6.363      0.014931      0
 4709      8826      6410      1.22656      -4.40625      6.4      1.34375      -4.46875      6.509      0.00878971      0
 4710      1164      8826      1.34375      -4.46875      6.509      1.35156      -4.5      6.626      0.00221475      0
 4711      14310      1164      1.35156      -4.5      6.626      1.33594      -4.40625      6.678      0.0014614      0
 4712      8696      14310      1.33594      -4.40625      6.678      1.25781      -4.28125      6.807      0.00052119      1
 4713      6414      6412      1.15625      -4.5      6.363      1.125      -4.53125      6.452      0.0140509      0
 4714      946      6414      1.125      -4.53125      6.452      0.984375      -4.5625      6.565      0.0111589      0
 4715      948      6414      1.125      -4.53125      6.452      1      -4.5625      6.4      0.00849767      0
 4716      8692      6414      1.125      -4.53125      6.452      1.09375      -4.625      6.545      0.00681195      0
 4717      6417      6416      1.15625      -4.53125      6.755      1.11719      -4.59375      6.844      0.0108332      0
 4718      14314      6416      1.15625      -4.53125      6.755      1.19531      -4.5625      6.765      0.00572129      0
 4719      8821      14314      1.19531      -4.5625      6.765      1.21094      -4.6875      6.778      0.000322581      1
 4720      8690      6417      1.11719      -4.59375      6.844      1.03906      -4.6875      6.905      0.0098655      0
 4721      14438      6417      1.11719      -4.59375      6.844      1.03906      -4.53125      6.906      0.00539256      0
 4722      6550      14438      1.03906      -4.53125      6.906      0.90625      -4.59375      6.944      0.000393228      1
 4723      14441      8690      1.03906      -4.6875      6.905      0.90625      -4.6875      6.884      0.00883474      0
 4724      14442      14441      0.90625      -4.6875      6.884      0.875      -4.71875      6.985      0.00791291      0
 4725      829      14442      0.875      -4.71875      6.985      0.703125      -4.78125      7.077      0.00388766      0
 4726      14443      14442      0.875      -4.71875      6.985      0.851562      -4.78125      7.154      0.00682585      0
 4727      6552      14443      0.851562      -4.78125      7.154      0.882812      -4.65625      7.313      0.00287235      1
 4728      6554      14443      0.851562      -4.78125      7.154      0.78125      -4.8125      7.368      0.00532924      0
 4729      6555      6554      0.78125      -4.8125      7.368      0.757812      -4.84375      7.503      0.00401512      0
 4730      14444      6554      0.78125      -4.8125      7.368      0.820312      -4.84375      7.383      0.0021054      1
 4731      6556      6555      0.757812      -4.84375      7.503      0.71875      -4.90625      7.548      0.00322327      0
 4732      14578      6555      0.757812      -4.84375      7.503      0.65625      -4.78125      7.619      0.00164343      1
 4733      6557      6556      0.71875      -4.90625      7.548      0.65625      -5      7.561      0.00254038      0
 4734      14445      6556      0.71875      -4.90625      7.548      0.75      -4.96875      7.7      0.00136516      1
 4735      14446      6557      0.65625      -5      7.561      0.664062      -5.03125      7.538      0.00202829      0
 4736      8683      14446      0.664062      -5.03125      7.538      0.773438      -5.125      7.591      0.00139897      0
 4737      8682      8683      0.773438      -5.125      7.591      0.710938      -5.25      7.506      0.000427452      1
 4738      828      829      0.703125      -4.78125      7.077      0.664062      -4.875      7.122      0.000279272      1
 4739      8691      8692      1.09375      -4.625      6.545      1.04688      -4.71875      6.488      0.000302103      1
 4740      6546      948      1      -4.5625      6.4      0.9375      -4.5      6.385      0.00330945      0
 4741      6548      948      1      -4.5625      6.4      0.921875      -4.53125      6.518      0.00168933      1
 4742      837      6546      0.9375      -4.5      6.385      0.851562      -4.53125      6.349      0.00139974      1
 4743      14576      6546      0.9375      -4.5      6.385      0.828125      -4.4375      6.448      0.00252076      0
 4744      735      14576      0.828125      -4.4375      6.448      0.710938      -4.4375      6.479      0.00165131      0
 4745      8361      735      0.710938      -4.4375      6.479      0.65625      -4.34375      6.669      0.000588693      1
 4746      14439      946      0.984375      -4.5625      6.565      0.921875      -4.625      6.596      0.00835557      0
 4747      6421      14439      0.921875      -4.625      6.596      0.96875      -4.78125      6.765      0.00712675      0
 4748      8557      14439      0.921875      -4.625      6.596      0.835938      -4.75      6.567      0.0045896      0
 4749      14577      14439      0.921875      -4.625      6.596      0.742188      -4.5625      6.687      0.00617369      0
 4750      731      14577      0.742188      -4.5625      6.687      0.679688      -4.5      6.802      0.00388009      0
 4751      832      14577      0.742188      -4.5625      6.687      0.765625      -4.6875      6.83      0.00243583      0
 4752      8451      14577      0.742188      -4.5625      6.687      0.757812      -4.5      6.831      0.00204919      1
 4753      831      832      0.765625      -4.6875      6.83      0.71875      -4.78125      6.879      0.000292069      1
 4754      8356      731      0.679688      -4.5      6.802      0.5      -4.59375      6.864      0.0022551      0
 4755      14707      731      0.679688      -4.5      6.802      0.679688      -4.4375      6.83      0.00313698      0
 4756      6771      14707      0.679688      -4.4375      6.83      0.585938      -4.375      6.847      0.00251446      0
 4757      448      6771      0.585938      -4.375      6.847      0.34375      -4.125      6.903      0.000994823      1
 4758      632      6771      0.585938      -4.375      6.847      0.546875      -4.40625      6.792      0.000994823      1
 4759      14846      6771      0.585938      -4.375      6.847      0.453125      -4.5      6.957      0.0014262      0
 4760      14847      14846      0.453125      -4.5      6.957      0.414062      -4.5625      7.072      0.000350565      1
 4761      8355      8356      0.5      -4.59375      6.864      0.460938      -4.6875      6.909      0.000841213      0
 4762      8354      8355      0.460938      -4.6875      6.909      0.429688      -4.71875      6.994      0.000237314      1
 4763      834      8557      0.835938      -4.75      6.567      0.75      -4.75      6.509      0.000658061      1
 4764      940      8557      0.835938      -4.75      6.567      0.804688      -4.96875      6.666      0.000658061      1
 4765      8687      6421      0.96875      -4.78125      6.765      0.953125      -4.84375      6.851      0.00586667      0
 4766      8688      6421      0.96875      -4.78125      6.765      0.984375      -4.8125      6.735      0.00334795      0
 4767      14318      8688      0.984375      -4.8125      6.735      0.984375      -4.84375      6.743      0.000580449      0
 4768      6423      14318      0.984375      -4.84375      6.743      0.898438      -4.875      6.752      0.000226659      1
 4769      8686      8687      0.953125      -4.84375      6.851      0.90625      -4.9375      6.936      0.00498887      0
 4770      8685      8686      0.90625      -4.9375      6.936      0.890625      -4.96875      7.095      0.00392988      0
 4771      6426      8685      0.890625      -4.96875      7.095      0.914062      -4.90625      7.162      0.00303488      0
 4772      14320      8685      0.890625      -4.96875      7.095      0.867188      -5      7.146      0.00301931      0
 4773      938      14320      0.867188      -5      7.146      0.726562      -5.09375      7.151      0.00125064      1
 4774      939      14320      0.867188      -5      7.146      0.773438      -4.96875      7.198      0.00182337      0
 4775      6427      14320      0.867188      -5      7.146      0.867188      -4.96875      7.246      0.00125064      1
 4776      8817      14320      0.867188      -5      7.146      0.945312      -5.15625      7.139      0.00209334      0
 4777      8963      8817      0.945312      -5.15625      7.139      0.992188      -5.375      7.27      0.000709403      1
 4778      827      939      0.773438      -4.96875      7.198      0.609375      -5      7.258      0.000467546      1
 4779      14319      6426      0.914062      -4.90625      7.162      0.945312      -4.9375      7.218      0.00247007      0
 4780      14188      14319      0.945312      -4.9375      7.218      1.03125      -5.09375      7.277      0.00161194      0
 4781      6282      14188      1.03125      -5.09375      7.277      0.921875      -5.1875      7.384      0.000473296      1
 4782      8563      951      1.05469      -4.40625      6.477      1.05469      -4.34375      6.616      0.00319476      0
 4783      8562      8563      1.05469      -4.34375      6.616      1.01562      -4.40625      6.692      0.00231567      0
 4784      8452      8562      1.01562      -4.40625      6.692      0.804688      -4.40625      6.811      0.00118055      0
 4785      14705      8562      1.01562      -4.40625      6.692      0.78125      -4.28125      6.769      0.000915962      1
 4786      14706      8452      0.804688      -4.40625      6.811      0.726562      -4.375      6.822      0.00020767      1
 4787      6009      6007      1.80469      -4.34375      5.542      1.78125      -4.40625      5.678      0.0192555      0
 4788      6011      6009      1.78125      -4.40625      5.678      1.76562      -4.4375      5.861      0.0178874      0
 4789      13922      6011      1.76562      -4.4375      5.861      1.83594      -4.5      5.884      0.0104346      0
 4790      14047      6011      1.76562      -4.4375      5.861      1.69531      -4.4375      5.899      0.0168158      0
 4791      14174      14047      1.69531      -4.4375      5.899      1.57031      -4.3125      6.041      0.0155891      0
 4792      8985      14174      1.57031      -4.3125      6.041      1.59375      -4.34375      6.162      0.0141843      0
 4793      14173      14174      1.57031      -4.3125      6.041      1.64062      -4.25      6.153      0.00728456      0
 4794      6267      14173      1.64062      -4.25      6.153      1.53906      -4.21875      6.201      0.000294559      1
 4795      6147      8985      1.59375      -4.34375      6.162      1.65625      -4.375      6.266      0.0131899      0
 4796      8984      6147      1.65625      -4.375      6.266      1.57031      -4.375      6.358      0.0122071      0
 4797      6271      8984      1.57031      -4.375      6.358      1.51562      -4.28125      6.538      0.00618833      0
 4798      8981      8984      1.57031      -4.375      6.358      1.53906      -4.4375      6.45      0.0112693      0
 4799      8980      8981      1.53906      -4.4375      6.45      1.51562      -4.46875      6.652      0.0100323      0
 4800      6152      8980      1.51562      -4.46875      6.652      1.57812      -4.5      6.676      0.00791913      0
 4801      14179      8980      1.51562      -4.46875      6.652      1.49219      -4.5      6.688      0.00904548      0
 4802      1161      14179      1.49219      -4.5      6.688      1.33594      -4.5      6.817      0.00808012      0
 4803      1276      14179      1.49219      -4.5      6.688      1.45312      -4.625      6.728      0.00520839      0
 4804      8978      14179      1.49219      -4.5      6.688      1.49219      -4.5      6.818      0.00517161      0
 4805      1274      8978      1.49219      -4.5      6.818      1.41406      -4.6875      7.029      0.000811277      1
 4806      6275      8978      1.49219      -4.5      6.818      1.49219      -4.34375      6.881      0.000811277      1
 4807      1272      1276      1.45312      -4.625      6.728      1.33594      -4.875      6.853      0.0008424      1
 4808      1056      1161      1.33594      -4.5      6.817      1.21094      -4.4375      6.885      0.00341612      1
 4809      14311      1161      1.33594      -4.5      6.817      1.32812      -4.4375      6.935      0.00682638      0
 4810      1160      14311      1.32812      -4.4375      6.935      1.33594      -4.5      7.035      0.00590073      0
 4811      8973      1160      1.33594      -4.5      7.035      1.39844      -4.65625      7.118      0.00479483      0
 4812      14312      1160      1.33594      -4.5      7.035      1.28906      -4.5      7.048      0.0048073      0
 4813      1053      14312      1.28906      -4.5      7.048      1.15625      -4.53125      7.08      0.00257906      0
 4814      1159      14312      1.28906      -4.5      7.048      1.32031      -4.5      7.178      0.00368188      0
 4815      1156      1159      1.32031      -4.5      7.178      1.22656      -4.71875      7.371      0.00217652      0
 4816      1157      1159      1.32031      -4.5      7.178      1.32031      -4.5      7.416      0.00220454      0
 4817      6279      1159      1.32031      -4.5      7.178      1.46875      -4.4375      7.401      0.00150089      1
 4818      14182      1157      1.32031      -4.5      7.416      1.38281      -4.6875      7.499      0.000575532      1
 4819      1154      1156      1.22656      -4.71875      7.371      1.21875      -4.71875      7.52      0.000550762      1
 4820      1268      1156      1.22656      -4.71875      7.371      1.32031      -4.875      7.467      0.000550762      1
 4821      14436      1053      1.15625      -4.53125      7.08      1.13281      -4.4375      7.246      0.000510074      1
 4822      9115      8973      1.39844      -4.65625      7.118      1.54688      -4.6875      7.147      0.00358516      0
 4823      14061      9115      1.54688      -4.6875      7.147      1.51562      -4.8125      7.387      0.00212851      0
 4824      6024      14061      1.51562      -4.8125      7.387      1.57812      -4.84375      7.585      0.000579652      1
 4825      9112      14061      1.51562      -4.8125      7.387      1.44531      -4.84375      7.395      0.000579652      1
 4826      9261      14061      1.51562      -4.8125      7.387      1.57812      -4.90625      7.571      0.000579652      1
 4827      9119      6152      1.57812      -4.5      6.676      1.57812      -4.65625      6.645      0.00308418      1
 4828      14056      6152      1.57812      -4.5      6.676      1.60156      -4.65625      6.793      0.0058899      0
 4829      9264      14056      1.60156      -4.65625      6.793      1.57812      -4.96875      6.8      0.002415      1
 4830      9266      14056      1.60156      -4.65625      6.793      1.64062      -4.84375      7      0.00416932      0
 4831      14058      14056      1.60156      -4.65625      6.793      1.60156      -4.6875      7.083      0.002415      1
 4832      13931      9266      1.64062      -4.84375      7      1.67188      -4.8125      7.09      0.0020356      0
 4833      13933      9266      1.64062      -4.84375      7      1.625      -4.875      7.123      0.00274553      0
 4834      1388      13933      1.625      -4.875      7.123      1.50781      -4.9375      7.141      0.0010793      1
 4835      5885      13933      1.625      -4.875      7.123      1.70312      -4.9375      7.242      0.00179818      0
 4836      9262      13933      1.625      -4.875      7.123      1.5625      -4.96875      7.107      0.00169968      0
 4837      13935      9262      1.5625      -4.96875      7.107      1.49219      -5.03125      7.05      0.000766338      0
 4838      13936      13935      1.49219      -5.03125      7.05      1.44531      -5.09375      7.081      0.000205494      1
 4839      5884      5885      1.70312      -4.9375      7.242      1.76562      -4.875      7.253      0.000604635      1
 4840      9409      5885      1.70312      -4.9375      7.242      1.75      -5      7.218      0.00103872      0
 4841      9407      9409      1.75      -5      7.218      1.69531      -5.125      7.177      0.000367188      1
 4842      13819      9409      1.75      -5      7.218      1.71094      -5.0625      7.292      0.000367188      1
 4843      5880      13931      1.67188      -4.8125      7.09      1.82812      -4.75      7.096      0.000441328      1
 4844      9415      13927      1.78906      -4.65625      6.782      1.89844      -4.78125      6.696      0.000495371      1
 4845      6272      6271      1.51562      -4.28125      6.538      1.5      -4.3125      6.733      0.000527703      1
 4846      6407      6271      1.51562      -4.28125      6.538      1.40625      -4.15625      6.629      0.000527703      1
 4847      1524      13922      1.83594      -4.5      5.884      1.92969      -4.5      5.957      0.00321682      0
 4848      5873      13922      1.83594      -4.5      5.884      1.84375      -4.625      5.811      0.00361579      0
 4849      13812      5873      1.84375      -4.625      5.811      1.85938      -4.71875      5.893      0.00268378      0
 4850      1523      13812      1.85938      -4.71875      5.893      1.83594      -4.71875      5.926      0.0010546      1
 4851      5774      13812      1.85938      -4.71875      5.893      1.9375      -4.84375      5.956      0.00126013      0
 4852      9417      13812      1.85938      -4.71875      5.893      1.89062      -4.84375      5.858      0.00181829      0
 4853      9566      9417      1.89062      -4.84375      5.858      1.97656      -5.0625      5.897      0.000646426      1
 4854      13709      5774      1.9375      -4.84375      5.956      1.97656      -4.875      5.998      0.000155718      1
 4855      5871      1524      1.92969      -4.5      5.957      1.99219      -4.4375      5.88      0.0010878      1
 4856      13809      1524      1.92969      -4.5      5.957      2.03125      -4.53125      5.944      0.00197532      0
 4857      13811      1524      1.92969      -4.5      5.957      1.92969      -4.65625      6.039      0.00165657      0
 4858      13814      13811      1.92969      -4.65625      6.039      1.82812      -4.78125      6.115      0.000469359      1
 4859      9421      13809      2.03125      -4.53125      5.944      2.03906      -4.5625      5.898      0.00144338      0
 4860      13808      13809      2.03125      -4.53125      5.944      2.10156      -4.4375      6.057      0.000757941      1
 4861      9419      9421      2.03906      -4.5625      5.898      2      -4.65625      5.94      0.00092023      0
 4862      5773      9419      2      -4.65625      5.94      2.03125      -4.71875      5.856      0.000274241      1
 4863      1575      6086      2.63281      -2.65625      2.184      2.89844      -2.59375      2.387      0.00750503      0
 4864      14134      6086      2.63281      -2.65625      2.184      2.59375      -2.6875      2.253      0.00409738      1
 4865      1574      1575      2.89844      -2.59375      2.387      2.89062      -2.59375      2.565      0.00559632      0
 4866      13883      1575      2.89844      -2.59375      2.387      3.0625      -2.625      2.238      0.00291418      1
 4867      9186      1574      2.89062      -2.59375      2.565      2.88281      -2.53125      2.637      0.00461028      0
 4868      9326      1574      2.89062      -2.59375      2.565      3      -2.65625      2.646      0.00294237      0
 4869      1674      9326      3      -2.65625      2.646      3.03125      -2.65625      2.67      0.000935566      0
 4870      9467      1674      3.03125      -2.65625      2.67      3.16406      -2.71875      2.678      0.000380065      1
 4871      13885      1674      3.03125      -2.65625      2.67      3.07812      -2.65625      2.805      0.000380065      1
 4872      13886      1674      3.03125      -2.65625      2.67      3.00781      -2.75      2.745      0.000380065      1
 4873      1572      9186      2.88281      -2.53125      2.637      2.89062      -2.59375      2.793      0.00367789      0
 4874      5948      9186      2.88281      -2.53125      2.637      2.96094      -2.53125      2.676      0.0020986      0
 4875      14001      5948      2.96094      -2.53125      2.676      2.98438      -2.53125      2.698      7.13882e-05      1
 4876      1570      1572      2.89062      -2.59375      2.793      2.89062      -2.5625      2.988      0.00175203      0
 4877      9039      1572      2.89062      -2.59375      2.793      2.76562      -2.4375      2.932      0.00226701      0
 4878      9324      1572      2.89062      -2.59375      2.793      2.98438      -2.65625      2.885      0.00144352      1
 4879      9042      9039      2.76562      -2.4375      2.932      2.82031      -2.34375      2.964      0.00110741      0
 4880      6210      9042      2.82031      -2.34375      2.964      2.75781      -2.28125      2.92      0.000465483      0
 4881      14261      6210      2.75781      -2.28125      2.92      2.76562      -2.25      2.942      8.83239e-05      1
 4882      14004      1570      2.89062      -2.5625      2.988      2.97656      -2.5625      3.029      0.000235717      1
 4883      5690      13735      4.125      -1.28125      -0.677      4.11719      -1.28125      -0.643      0.121052      0
 4884      13734      9837      4.63281      -0.875      0.218      4.61719      -0.75      0.269001      0.0715437      0
 4885      9839      13844      4.61719      -0.5625      0.75      4.75      -0.625      0.873001      0.0653426      0
 4886      5685      9839      4.75      -0.625      0.873001      4.82812      -0.46875      1.142      0.0630203      0
 4887      2246      5685      4.82812      -0.46875      1.142      4.78125      -0.375      1.182      0.0610636      0
 4888      2240      2242      4.86719      -0.0625      2.21      4.86719      -0.0625      2.456      0.0483574      0
 4889      9841      2240      4.86719      -0.0625      2.456      4.95312      -0.125      2.484      0.0292115      0
 4890      5599      9841      4.95312      -0.125      2.484      5.26562      -0.3125      2.747      0.00642647      0
 4891      13947      9841      4.95312      -0.125      2.484      5      -0.0625      2.883      0.0105922      0
 4892      13946      13947      5      -0.0625      2.883      5.08594      0.03125      3.062      0.00820898      0
 4893      2324      13946      5.08594      0.03125      3.062      5.03125      0      3.115      0.00708114      0
 4894      2325      13946      5.08594      0.03125      3.062      5.07031      0.09375      3.094      0.00344623      1
 4895      9945      13946      5.08594      0.03125      3.062      5.13281      -0.09375      3.11      0.00344623      1
 4896      5787      2324      5.03125      0      3.115      5.04688      -0.03125      3.143      0.00661104      0
 4897      2409      5787      5.04688      -0.03125      3.143      5.15625      -0.03125      3.324      0.00567258      0
 4898      9835      5787      5.04688      -0.03125      3.143      4.94531      -0.09375      3.211      0.00300723      1
 4899      13836      2409      5.15625      -0.03125      3.324      5.28125      0      3.465      0.00422758      0
 4900      10031      13836      5.28125      0      3.465      5.28906      -0.09375      3.505      0.00320192      0
 4901      10123      10031      5.28906      -0.09375      3.505      5.38281      -0.15625      3.95      0.00132997      1
 4902      13637      5599      5.26562      -0.3125      2.747      5.35156      -0.40625      2.854      0.000548404      1
 4903      13728      5599      5.26562      -0.3125      2.747      5.19531      -0.3125      2.841      0.000811411      0
 4904      10028      13728      5.19531      -0.3125      2.841      5.14844      -0.375      2.881      0.000215519      1
 4905      13944      14081      4.85156      0.0625      2.506      5.14844      0.125      2.696      0.0445056      0
 4906      5782      13944      5.14844      0.125      2.696      5.125      0.125      2.762      0.0426324      0
 4907      5896      14070      5.1875      0.4375      2.922      5.27344      0.625      2.945      0.031051      0
 4908      9849      14070      5.1875      0.4375      2.922      5.23438      0.40625      2.971      0.0389004      0
 4909      2333      9849      5.23438      0.40625      2.971      5.22656      0.4375      3.007      0.0276527      0
 4910      9958      9849      5.23438      0.40625      2.971      5.38281      0.375      2.999      0.03791      0
 4911      2499      9958      5.38281      0.375      2.999      5.5      0.28125      3.226      0.0360714      0
 4912      13830      2499      5.5      0.28125      3.226      5.55469      0.3125      3.509      0.0336609      0
 4913      2498      13830      5.55469      0.3125      3.509      5.51562      0.34375      3.602      0.0319739      0
 4914      13832      2498      5.51562      0.34375      3.602      5.52344      0.25      3.673      0.0310243      0
 4915      2495      13832      5.52344      0.25      3.673      5.46875      0.28125      3.855      0.0297095      0
 4916      10131      13832      5.52344      0.25      3.673      5.58594      0.21875      3.772      0.0269046      0
 4917      5684      10131      5.58594      0.21875      3.772      5.57031      0.28125      3.886      0.0227877      0
 4918      2571      5684      5.57031      0.28125      3.886      5.64844      0.28125      3.943      0.0218501      0
 4919      13724      2571      5.64844      0.28125      3.943      5.72656      0.21875      3.947      0.0204868      0
 4920      13827      2571      5.64844      0.28125      3.943      5.67969      0.4375      4.003      0.0207553      0
 4921      2497      13827      5.67969      0.4375      4.003      5.55469      0.46875      4.093      0.0194196      0
 4922      5780      2497      5.55469      0.46875      4.093      5.58594      0.625      4.282      0.00924265      0
 4923      13941      2497      5.55469      0.46875      4.093      5.47656      0.375      4.277      0.0178883      0
 4924      9948      13941      5.47656      0.375      4.277      5.30469      0.3125      4.343      0.00837177      0
 4925      9950      13941      5.47656      0.375      4.277      5.36719      0.4375      4.498      0.0159799      0
 4926      5785      9950      5.36719      0.4375      4.498      5.50781      0.46875      4.617      0.0142262      0
 4927      2491      5785      5.50781      0.46875      4.617      5.52344      0.4375      4.632      0.0133398      0
 4928      5786      2491      5.52344      0.4375      4.632      5.49219      0.4375      4.783      0.00615357      1
 4929      10037      2491      5.52344      0.4375      4.632      5.55469      0.5      4.781      0.0125458      0
 4930      10130      10037      5.55469      0.5      4.781      5.66406      0.46875      4.936      0.0111584      0
 4931      13940      10037      5.55469      0.5      4.781      5.66406      0.5625      4.871      0.00677802      0
 4932      5686      13940      5.66406      0.5625      4.871      5.80469      0.53125      4.955      0.0010376      0
 4933      13938      13940      5.66406      0.5625      4.871      5.79688      0.6875      4.992      0.00130018      0
 4934      13939      13938      5.79688      0.6875      4.992      5.75781      0.65625      5.096      0.000291242      1
 4935      13826      5686      5.80469      0.53125      4.955      5.80469      0.5      4.962      7.10941e-05      1
 4936      5788      10130      5.66406      0.46875      4.936      5.50781      0.4375      5.083      0.00958729      0
 4937      10129      10130      5.66406      0.46875      4.936      5.63281      0.40625      5.13      0.00894521      0
 4938      10224      10130      5.66406      0.46875      4.936      5.78125      0.34375      5.064      0.00485984      1
 4939      2567      10129      5.63281      0.40625      5.13      5.66406      0.40625      5.157      0.00734104      0
 4940      5688      2567      5.66406      0.40625      5.157      5.75781      0.4375      5.168      0.00335307      1
 4941      10223      2567      5.66406      0.40625      5.157      5.75781      0.3125      5.266      0.00655241      0
 4942      13831      10223      5.75781      0.3125      5.266      5.76562      0.375      5.464      0.005169      0
 4943      5601      13831      5.76562      0.375      5.464      5.96094      0.375      5.508      0.00257486      0
 4944      5691      13831      5.76562      0.375      5.464      5.75      0.375      5.571      0.00404211      0
 4945      2647      5691      5.75      0.375      5.571      5.8125      0.4375      5.598      0.00243203      0
 4946      10222      5691      5.75      0.375      5.571      5.74219      0.3125      5.573      0.00344292      0
 4947      10217      10222      5.74219      0.3125      5.573      5.67188      0.1875      6.066      0.00150432      1
 4948      13722      2647      5.8125      0.4375      5.598      6.00781      0.40625      5.69      0.000586712      1
 4949      13720      5601      5.96094      0.375      5.508      6.05469      0.46875      5.583      0.000395233      1
 4950      2488      5788      5.50781      0.4375      5.083      5.53125      0.53125      5.205      0.00817686      0
 4951      10035      2488      5.53125      0.53125      5.205      5.55469      0.53125      5.293      0.00725441      0
 4952      2490      10035      5.55469      0.53125      5.293      5.59375      0.65625      5.321      0.00560396      0
 4953      10033      10035      5.55469      0.53125      5.293      5.52344      0.46875      5.374      0.00382913      0
 4954      14069      10035      5.55469      0.53125      5.293      5.51562      0.59375      5.355      0.00656077      0
 4955      2401      14069      5.51562      0.59375      5.355      5.33594      0.53125      5.468      0.00289556      1
 4956      2405      14069      5.51562      0.59375      5.355      5.40625      0.6875      5.408      0.00564643      0
 4957      2406      2405      5.40625      0.6875      5.408      5.46094      0.8125      5.507      0.00448753      0
