ID   source_index target_index  pSource.x   pSource.y    pSource.z   pTarget.x   pTarget.y    pTarget.z   currentR  endvertex 
 3887      743      845      1.4375      -3.03125      8.259      1.28906      -2.96875      8.476      0.00905376      0
 3888      15044      841      1.42969      -3      8.682      1.46094      -2.9375      8.757      0.0110008      0
 3889      839      15044      1.46094      -2.9375      8.757      1.42188      -3.03125      8.877      0.00599604      0
 3890      6939      15044      1.46094      -2.9375      8.757      1.39062      -2.84375      8.873      0.00949152      0
 3891      8471      15044      1.46094      -2.9375      8.757      1.53125      -2.9375      8.899      0.0099973      0
 3892      6851      8471      1.53125      -2.9375      8.899      1.53125      -2.96875      8.919      0.00925122      0
 3893      6852      6851      1.53125      -2.96875      8.919      1.53125      -3      9.127      0.00505991      0
 3894      14944      6851      1.53125      -2.96875      8.919      1.60938      -3.03125      8.923      0.00873089      0
 3895      1058      14944      1.60938      -3.03125      8.923      1.71094      -3.125      8.905      0.00419438      0
 3896      8576      14944      1.60938      -3.03125      8.923      1.60156      -3.15625      9.052      0.00767836      0
 3897      945      8576      1.60156      -3.15625      9.052      1.47656      -3.21875      9.168      0.00467774      0
 3898      6760      8576      1.60156      -3.15625      9.052      1.60938      -3.1875      9.196      0.00646408      0
 3899      8573      8576      1.60156      -3.15625      9.052      1.57031      -3.21875      9.191      0.00326985      1
 3900      6763      6760      1.60938      -3.1875      9.196      1.58594      -3.21875      9.297      0.00552915      0
 3901      14822      6760      1.60938      -3.1875      9.196      1.65625      -3.25      9.213      0.00334938      0
 3902      6668      14822      1.65625      -3.25      9.213      1.71875      -3.34375      9.341      0.000447487      1
 3903      6765      6763      1.58594      -3.21875      9.297      1.53906      -3.28125      9.31      0.00239677      1
 3904      8571      6763      1.58594      -3.21875      9.297      1.55469      -3.21875      9.411      0.00385764      0
 3905      14823      6763      1.58594      -3.21875      9.297      1.60938      -3.3125      9.375      0.00469188      0
 3906      14825      14823      1.60938      -3.3125      9.375      1.59375      -3.34375      9.556      0.00360182      0
 3907      6671      14825      1.59375      -3.34375      9.556      1.625      -3.5      9.695      0.00224796      0
 3908      8567      14825      1.59375      -3.34375      9.556      1.49219      -3.3125      9.71      0.00172262      0
 3909      8569      14825      1.59375      -3.34375      9.556      1.53906      -3.21875      9.72      0.00138281      1
 3910      8565      8567      1.49219      -3.3125      9.71      1.45312      -3.375      9.785      0.000262912      1
 3911      1049      6671      1.625      -3.5      9.695      1.4375      -3.65625      9.796      0.000724145      1
 3912      14566      6671      1.625      -3.5      9.695      1.75781      -3.625      9.731      0.000724145      1
 3913      941      8571      1.55469      -3.21875      9.411      1.40625      -3.34375      9.556      0.00122029      1
 3914      6856      8571      1.55469      -3.21875      9.411      1.46094      -3.125      9.515      0.00205069      0
 3915      8461      6856      1.46094      -3.125      9.515      1.36719      -3.1875      9.488      0.00069959      1
 3916      8463      6856      1.46094      -3.125      9.515      1.41406      -3.09375      9.531      0.00131203      0
 3917      8464      6856      1.46094      -3.125      9.515      1.45312      -3.03125      9.468      0.00069959      1
 3918      15050      8463      1.41406      -3.09375      9.531      1.34375      -3.15625      9.488      0.000525703      1
 3919      15051      8463      1.41406      -3.09375      9.531      1.32812      -3.1875      9.682      0.000525703      1
 3920      833      945      1.47656      -3.21875      9.168      1.28125      -3.28125      9.338      0.00157035      0
 3921      8457      833      1.28125      -3.28125      9.338      1.27344      -3.34375      9.456      0.000342576      1
 3922      14817      1058      1.71094      -3.125      8.905      1.70312      -3.15625      8.827      0.000206408      1
 3923      14942      6852      1.53125      -3      9.127      1.69531      -2.9375      9.198      0.000724241      0
 3924      14946      6852      1.53125      -3      9.127      1.58594      -3.0625      9.127      0.000612294      1
 3925      8579      14942      1.69531      -2.9375      9.198      1.70312      -2.96875      9.217      8.43222e-05      1
 3926      6936      6939      1.39062      -2.84375      8.873      1.46094      -2.75      8.888      0.00391372      1
 3927      15129      6939      1.39062      -2.84375      8.873      1.36719      -2.84375      8.892      0.00827564      0
 3928      8376      15129      1.36719      -2.84375      8.892      1.40625      -2.78125      8.988      0.00770845      0
 3929      7031      8376      1.40625      -2.78125      8.988      1.32031      -2.6875      9.107      0.00459365      0
 3930      8375      8376      1.40625      -2.78125      8.988      1.375      -2.84375      9.139      0.00664089      0
 3931      8374      8375      1.375      -2.84375      9.139      1.32812      -2.90625      9.143      0.00511147      0
 3932      734      8374      1.32812      -2.90625      9.143      1.26562      -2.9375      9.389      0.00331239      0
 3933      8371      8374      1.32812      -2.90625      9.143      1.28906      -3      9.118      0.00273265      0
 3934      732      8371      1.28906      -3      9.118      1.16406      -3.1875      9.161      0.000620132      1
 3935      633      734      1.26562      -2.9375      9.389      1.10938      -2.90625      9.491      0.00113761      1
 3936      6948      734      1.26562      -2.9375      9.389      1.26562      -3.0625      9.506      0.00186859      0
 3937      730      6948      1.26562      -3.0625      9.506      1.21094      -3.03125      9.598      0.000964009      0
 3938      6949      730      1.21094      -3.03125      9.598      1.25      -3.09375      9.687      0.00029166      1
 3939      6944      15131      1.39844      -2.875      9.411      1.38281      -2.90625      9.52      0.00365215      0
 3940      15046      15131      1.39844      -2.875      9.411      1.50781      -2.96875      9.466      0.00212825      0
 3941      6853      15046      1.50781      -2.96875      9.466      1.57031      -2.96875      9.431      0.000172356      1
 3942      6946      6944      1.38281      -2.90625      9.52      1.36719      -2.9375      9.663      0.0027492      0
 3943      728      6946      1.36719      -2.9375      9.663      1.21875      -3      9.849      0.0014451      0
 3944      15047      6946      1.36719      -2.9375      9.663      1.49219      -3      9.803      0.00105079      1
 3945      727      728      1.21875      -3      9.849      1.17969      -3.09375      9.921      0.000316568      1
 3946      7033      7031      1.32031      -2.6875      9.107      1.26562      -2.75      9.169      0.000965743      1
 3947      8267      7031      1.32031      -2.6875      9.107      1.21875      -2.71875      9.13      0.0017124      0
 3948      15217      7031      1.32031      -2.6875      9.107      1.33594      -2.625      9.121      0.00158218      0
 3949      15219      7031      1.32031      -2.6875      9.107      1.30469      -2.6875      9.189      0.000965743      1
 3950      7030      15217      1.33594      -2.625      9.121      1.375      -2.59375      9.111      0.000948929      0
 3951      7128      7030      1.375      -2.59375      9.111      1.32031      -2.46875      9.155      0.000369719      1
 3952      542      8267      1.21875      -2.71875      9.13      1.00781      -2.8125      9.171      0.000635113      1
 3953      836      839      1.42188      -3.03125      8.877      1.375      -3.09375      9.128      0.00080037      1
 3954      949      839      1.42188      -3.03125      8.877      1.5      -3.1875      8.847      0.00114732      0
 3955      947      949      1.5      -3.1875      8.847      1.47656      -3.25      8.937      0.000281945      1
 3956      740      743      1.28906      -2.96875      8.476      1.25781      -3.03125      8.595      0.00322652      0
 3957      738      740      1.25781      -3.03125      8.595      1.22656      -3.09375      8.677      0.00238863      0
 3958      639      738      1.22656      -3.09375      8.677      1.10938      -2.96875      8.75      0.00142165      0
 3959      6943      738      1.22656      -3.09375      8.677      1.23438      -3.03125      8.787      0.00161015      0
 3960      8369      738      1.22656      -3.09375      8.677      1.17969      -3.21875      8.836      0.000946615      1
 3961      15133      6943      1.23438      -3.03125      8.787      1.1875      -3.0625      8.838      0.000963318      0
 3962      637      15133      1.1875      -3.0625      8.838      1.0625      -3.0625      8.792      0.000340992      1
 3963      641      639      1.10938      -2.96875      8.75      1.15625      -2.84375      8.82      0.000390708      1
 3964      1286      1288      2.01562      -3.3125      7.018      1.99219      -3.375      7.153      0.0120869      0
 3965      14288      1288      2.01562      -3.3125      7.018      2.20312      -3.375      7.159      0.00591298      1
 3966      8997      1286      1.99219      -3.375      7.153      2.07812      -3.375      7.271      0.0109368      0
 3967      6263      8997      2.07812      -3.375      7.271      2.17188      -3.5      7.525      0.00680102      0
 3968      9143      8997      2.07812      -3.375      7.271      2.28906      -3.28125      7.508      0.00911119      0
 3969      14290      8997      2.07812      -3.375      7.271      2.15625      -3.4375      7.242      0.00681334      0
 3970      6136      14290      2.15625      -3.4375      7.242      2.35156      -3.53125      7.478      0.00232552      0
 3971      9431      6136      2.35156      -3.53125      7.478      2.55469      -3.5      7.56      0.000595963      1
 3972      9144      9143      2.28906      -3.28125      7.508      2.36719      -3.125      7.73      0.00681199      0
 3973      14286      9143      2.28906      -3.28125      7.508      2.35156      -3.25      7.768      0.00366842      1
 3974      9000      9144      2.36719      -3.125      7.73      2.21875      -3.09375      7.829      0.00350604      0
 3975      9293      9144      2.36719      -3.125      7.73      2.60938      -3      7.777      0.00269421      1
 3976      14408      9144      2.36719      -3.125      7.73      2.3125      -3.03125      7.732      0.00538105      0
 3977      6395      14408      2.3125      -3.03125      7.732      2.30469      -3.03125      7.691      0.00232771      1
 3978      14406      14408      2.3125      -3.03125      7.732      2.36719      -2.96875      7.77      0.00466231      0
 3979      9152      14406      2.36719      -2.96875      7.77      2.52344      -2.84375      7.643      0.00350398      0
 3980      6390      9152      2.52344      -2.84375      7.643      2.52344      -2.71875      7.599      0.00224194      0
 3981      9154      9152      2.52344      -2.84375      7.643      2.5625      -2.78125      7.53      0.00172676      0
 3982      14401      9152      2.52344      -2.84375      7.643      2.54688      -2.75      7.751      0.00125427      1
 3983      9297      9154      2.5625      -2.78125      7.53      2.69531      -2.84375      7.529      0.000379455      1
 3984      6388      6390      2.52344      -2.71875      7.599      2.5625      -2.65625      7.552      0.00151905      0
 3985      14397      6388      2.5625      -2.65625      7.552      2.67188      -2.5625      7.392      0.000578285      1
 3986      14546      9000      2.21875      -3.09375      7.829      2.21094      -2.90625      7.972      0.000639558      1
 3987      1525      6263      2.17188      -3.5      7.525      2.30469      -3.5      7.665      0.00273339      0
 3988      9285      6263      2.17188      -3.5      7.525      2.23438      -3.6875      7.606      0.00196649      0
 3989      9284      9285      2.23438      -3.6875      7.606      2.21094      -3.71875      7.716      0.000294917      1
 3990      14156      1525      2.30469      -3.5      7.665      2.375      -3.5      7.655      0.00184992      0
 3991      9429      14156      2.375      -3.5      7.655      2.49219      -3.625      7.649      0.000754856      1
 3992      14154      14156      2.375      -3.5      7.655      2.42969      -3.40625      7.594      0.00121908      0
 3993      6133      14154      2.42969      -3.40625      7.594      2.45312      -3.40625      7.613      0.000740126      0
 3994      14152      6133      2.45312      -3.40625      7.613      2.48438      -3.34375      7.59      0.000433566      0
 3995      6131      14152      2.48438      -3.34375      7.59      2.51562      -3.3125      7.577      0.000106055      1
 3996      964      6651      1.70312      -3.15625      6.794      1.60938      -3.125      6.843      0.0033868      1
 3997      8586      6651      1.70312      -3.15625      6.794      1.64062      -3.25      6.857      0.00678119      0
 3998      961      8586      1.64062      -3.25      6.857      1.55469      -3.21875      7.042      0.0055523      0
 3999      851      961      1.55469      -3.21875      7.042      1.39062      -3.21875      7.245      0.00388196      0
 4000      962      961      1.55469      -3.21875      7.042      1.61719      -3.09375      7.152      0.00224308      1
 4001      14948      851      1.39062      -3.21875      7.245      1.27344      -3.28125      7.45      0.00214966      0
 4002      745      14948      1.27344      -3.28125      7.45      1.21094      -3.21875      7.643      0.000630817      1
 4003      15049      14948      1.27344      -3.28125      7.45      1.11719      -3.25      7.62      0.000630817      1
 4004      1175      6398      1.84375      -3.5625      6.474      1.71094      -3.6875      6.566      0.032027      0
 4005      14292      6398      1.84375      -3.5625      6.474      1.94531      -3.625      6.525      0.0207487      0
 4006      1284      14292      1.94531      -3.625      6.525      1.85938      -3.71875      6.671      0.00851153      0
 4007      8994      14292      1.94531      -3.625      6.525      1.85938      -3.84375      6.553      0.00431287      1
 4008      9134      1284      1.85938      -3.71875      6.671      2.03906      -3.78125      6.856      0.00679682      0
 4009      14297      1284      1.85938      -3.71875      6.671      1.83594      -3.8125      6.935      0.00503791      0
 4010      6266      14297      1.83594      -3.8125      6.935      1.83594      -3.90625      7.018      0.00200917      0
 4011      9124      6266      1.83594      -3.90625      7.018      1.89062      -4.03125      7.016      0.00116281      0
 4012      9123      9124      1.89062      -4.03125      7.016      1.85156      -4.09375      7.129      0.000345824      1
 4013      1405      9134      2.03906      -3.78125      6.856      2.03125      -3.75      6.978      0.00271634      1
 4014      9132      9134      2.03906      -3.78125      6.856      2.01562      -3.8125      6.988      0.00532287      0
 4015      9136      9134      2.03906      -3.78125      6.856      2.09375      -3.6875      6.92      0.00428568      0
 4016      6139      9136      2.09375      -3.6875      6.92      2.17969      -3.71875      7.053      0.00225298      0
 4017      6261      9136      2.09375      -3.6875      6.92      2.07031      -3.5625      6.942      0.00130538      1
 4018      9138      6139      2.17969      -3.71875      7.053      2.16406      -3.53125      7.156      0.00103459      0
 4019      14036      6139      2.17969      -3.71875      7.053      2.26562      -3.84375      6.984      0.000802243      1
 4020      9140      9138      2.16406      -3.53125      7.156      2.20312      -3.46875      7.172      0.000182406      1
 4021      1404      9132      2.01562      -3.8125      6.988      2.00781      -3.8125      7.093      0.00445146      0
 4022      14167      1404      2.00781      -3.8125      7.093      1.98438      -3.9375      7.286      0.00327065      0
 4023      14295      1404      2.00781      -3.8125      7.093      1.94531      -3.71875      7.249      0.00267533      0
 4024      8991      14295      1.94531      -3.71875      7.249      1.86719      -3.75      7.464      0.000624493      1
 4025      9276      14167      1.98438      -3.9375      7.286      1.92969      -4.25      7.537      0.00115732      1
 4026      1174      1175      1.71094      -3.6875      6.566      1.6875      -3.71875      6.702      0.0305586      0
 4027      8708      1174      1.6875      -3.71875      6.702      1.55469      -3.75      6.849      0.0268971      0
 4028      8843      1174      1.6875      -3.71875      6.702      1.74219      -3.71875      6.928      0.0289773      0
 4029      14421      8843      1.74219      -3.71875      6.928      1.71094      -3.71875      7.062      0.0274203      0
 4030      1173      14421      1.71094      -3.71875      7.062      1.73438      -3.59375      7.198      0.0260647      0
 4031      1172      1173      1.73438      -3.59375      7.198      1.71094      -3.625      7.356      0.0246109      0
 4032      6403      1172      1.71094      -3.625      7.356      1.88281      -3.59375      7.514      0.017499      0
 4033      6536      1172      1.71094      -3.625      7.356      1.66406      -3.59375      7.455      0.0234638      0
 4034      14561      6536      1.66406      -3.59375      7.455      1.57812      -3.625      7.456      0.0226156      0
 4035      1059      14561      1.57812      -3.625      7.456      1.53906      -3.625      7.529      0.0218982      0
 4036      8707      1059      1.53906      -3.625      7.529      1.59375      -3.625      7.626      0.0181558      0
 4037      1057      8707      1.59375      -3.625      7.626      1.46094      -3.78125      7.801      0.00690948      1
 4038      8577      8707      1.59375      -3.625      7.626      1.46094      -3.5      7.845      0.013684      0
 4039      14422      8707      1.59375      -3.625      7.626      1.76562      -3.71875      7.894      0.00749779      0
 4040      6540      14422      1.76562      -3.71875      7.894      1.64062      -3.6875      7.986      0.000412378      1
 4041      14827      8577      1.46094      -3.5      7.845      1.28906      -3.5625      7.838      0.0118521      0
 4042      6857      14955      1.125      -3.53125      8.064      1.04688      -3.5625      8.082      0.00628483      0
 4043      14958      14955      1.125      -3.53125      8.064      1.08594      -3.59375      8.172      0.0084953      0
 4044      6858      14958      1.08594      -3.59375      8.172      1.05469      -3.5625      8.353      0.00436427      0
 4045      8366      14958      1.08594      -3.59375      8.172      0.976562      -3.625      8.291      0.00738799      0
 4046      8364      8366      0.976562      -3.625      8.291      0.929688      -3.71875      8.302      0.00445623      0
 4047      15056      8366      0.976562      -3.625      8.291      0.953125      -3.53125      8.355      0.00635012      0
 4048      6950      15056      0.953125      -3.53125      8.355      0.875      -3.5      8.389      0.00559518      0
 4049      8259      6950      0.875      -3.5      8.389      0.820312      -3.53125      8.354      0.00369502      0
 4050      15136      6950      0.875      -3.5      8.389      0.90625      -3.375      8.48      0.00469966      0
 4051      8262      15136      0.90625      -3.375      8.48      0.945312      -3.28125      8.373      0.0019309      1
 4052      15135      15136      0.90625      -3.375      8.48      0.984375      -3.28125      8.624      0.00288501      0
 4053      15137      15136      0.90625      -3.375      8.48      0.875      -3.4375      8.636      0.0019309      1
 4054      15231      15136      0.90625      -3.375      8.48      0.78125      -3.25      8.484      0.00351865      0
 4055      7134      15231      0.78125      -3.25      8.484      0.789062      -3.125      8.534      0.00245017      0
 4056      8164      15231      0.78125      -3.25      8.484      0.75      -3.25      8.51      0.00163152      0
 4057      8168      15231      0.78125      -3.25      8.484      0.820312      -3.125      8.405      0.0016461      0
 4058      452      8168      0.820312      -3.125      8.405      0.757812      -3.0625      8.389      0.000221076      1
 4059      8163      8164      0.75      -3.25      8.51      0.71875      -3.28125      8.583      0.000208952      1
 4060      451      7134      0.789062      -3.125      8.534      0.734375      -3.09375      8.5      0.000932978      1
 4061      7133      7134      0.789062      -3.125      8.534      0.882812      -3      8.595      0.000932978      1
 4062      8166      7134      0.789062      -3.125      8.534      0.8125      -3.125      8.663      0.0015708      0
 4063      449      8166      0.8125      -3.125      8.663      0.75      -3.03125      8.83      0.000537528      1
 4064      736      15135      0.984375      -3.28125      8.624      1.17188      -3.21875      8.646      0.000783749      1
 4065      7036      15135      0.984375      -3.28125      8.624      0.9375      -3.15625      8.574      0.00122225      0
 4066      8261      15135      0.984375      -3.28125      8.624      0.9375      -3.28125      8.657      0.00144335      0
 4067      15229      8261      0.9375      -3.28125      8.657      0.9375      -3.09375      8.753      0.000564568      1
 4068      15227      7036      0.9375      -3.15625      8.574      0.976562      -3.03125      8.627      0.000363823      1
 4069      539      8259      0.820312      -3.53125      8.354      0.726562      -3.53125      8.314      0.00101866      1
 4070      7039      8259      0.820312      -3.53125      8.354      0.6875      -3.5      8.495      0.00153916      0
 4071      446      7039      0.6875      -3.5      8.495      0.539062      -3.5625      8.464      0.000428723      1
 4072      8362      8364      0.929688      -3.71875      8.302      0.890625      -3.78125      8.358      0.00193695      0
 4073      15058      8364      0.929688      -3.71875      8.302      0.828125      -3.6875      8.306      0.00152982      0
 4074      538      15058      0.828125      -3.6875      8.306      0.679688      -3.65625      8.296      0.000394363      1
 4075      8254      8362      0.890625      -3.78125      8.358      0.710938      -3.71875      8.559      0.00076228      1
 4076      15054      6858      1.05469      -3.5625      8.353      1.02344      -3.4375      8.477      0.000471488      1
 4077      635      6857      1.04688      -3.5625      8.082      0.867188      -3.5625      8.015      0.00301974      0
 4078      14959      6857      1.04688      -3.5625      8.082      1.03125      -3.65625      8.144      0.00277967      0
 4079      8453      14959      1.03125      -3.65625      8.144      1.05469      -3.84375      8.181      0.000887007      1
 4080      15057      14959      1.03125      -3.65625      8.144      0.875      -3.59375      8.211      0.00131435      0
 4081      6952      15057      0.875      -3.59375      8.211      0.804688      -3.59375      8.328      0.000350316      1
 4082      15138      635      0.867188      -3.5625      8.015      0.71875      -3.5625      8.01      0.00187446      0
 4083      540      15138      0.71875      -3.5625      8.01      0.710938      -3.59375      8.01      0.00128964      0
 4084      8257      540      0.710938      -3.59375      8.01      0.734375      -3.71875      7.981      0.000783385      0
 4085      15139      540      0.710938      -3.59375      8.01      0.6875      -3.59375      8.079      0.000554056      1
 4086      8256      8257      0.734375      -3.71875      7.981      0.695312      -3.78125      8.002      0.000185645      1
 4087      14697      953      1.33594      -3.6875      7.523      1.28906      -3.75      7.472      0.00775182      0
 4088      840      14697      1.28906      -3.75      7.472      1.16406      -3.71875      7.502      0.0021356      0
 4089      838      840      1.16406      -3.71875      7.502      1.11719      -3.8125      7.532      0.0013481      0
 4090      835      838      1.11719      -3.8125      7.532      1.05469      -3.9375      7.642      0.000468672      1
 4091      6670      8568      1.26562      -3.875      7.706      1.17969      -3.9375      7.69      0.0107578      0
 4092      14701      6670      1.17969      -3.9375      7.69      1.07812      -4.0625      7.929      0.0092431      0
 4093      729      14701      1.07812      -4.0625      7.929      0.882812      -3.90625      8.071      0.00380382      1
 4094      6672      14701      1.07812      -4.0625      7.929      1.05469      -4.15625      7.938      0.00778968      0
 4095      8561      14701      1.07812      -4.0625      7.929      1.11719      -4.125      7.956      0.00380382      1
 4096      14703      14701      1.07812      -4.0625      7.929      1.03125      -4.125      8.022      0.0046046      0
 4097      8558      14703      1.03125      -4.125      8.022      1.07031      -4.1875      8.236      0.000610987      1
 4098      8560      6672      1.05469      -4.15625      7.938      1.07031      -4.21875      7.934      0.0042968      0
 4099      14704      6672      1.05469      -4.15625      7.938      0.960938      -4.1875      7.974      0.00703626      0
 4100      830      14704      0.960938      -4.1875      7.974      0.914062      -4.25      7.925      0.00408832      0
 4101      6772      14704      0.960938      -4.1875      7.974      0.84375      -4.125      7.957      0.00615502      0
 4102      726      6772      0.84375      -4.125      7.957      0.789062      -4.125      8.128      0.00501711      0
 4103      6862      6772      0.84375      -4.125      7.957      0.65625      -4.09375      7.956      0.00317147      0
 4104      14840      6772      0.84375      -4.125      7.957      0.835938      -4.125      7.874      0.00264344      1
 4105      629      6862      0.65625      -4.09375      7.956      0.617188      -4.125      8.102      0.000400965      1
 4106      630      6862      0.65625      -4.09375      7.956      0.65625      -4.03125      8.079      0.000400965      1
 4107      6774      726      0.789062      -4.125      8.128      0.859375      -4.125      8.236      0.00392003      0
 4108      6775      6774      0.859375      -4.125      8.236      0.796875      -4.1875      8.282      0.00272603      0
 4109      8450      6774      0.859375      -4.125      8.236      0.882812      -4.15625      8.324      0.00313608      0
 4110      14841      8450      0.882812      -4.15625      8.324      0.851562      -4.15625      8.423      0.002454      0
 4111      725      14841      0.851562      -4.15625      8.423      0.765625      -4.15625      8.488      0.0017514      0
 4112      627      725      0.765625      -4.15625      8.488      0.578125      -4.15625      8.539      0.000654386      1
 4113      6863      725      0.765625      -4.15625      8.488      0.695312      -4.0625      8.491      0.00103224      0
 4114      14843      725      0.765625      -4.15625      8.488      0.8125      -4.21875      8.59      0.000654386      1
 4115      628      6863      0.695312      -4.0625      8.491      0.601562      -4.125      8.44      0.000314288      1
 4116      6776      6775      0.796875      -4.1875      8.282      0.765625      -4.25      8.35      0.00168083      0
 4117      6777      6776      0.765625      -4.25      8.35      0.726562      -4.3125      8.436      0.00100914      0
 4118      8447      6777      0.726562      -4.3125      8.436      0.78125      -4.3125      8.545      0.000309457      1
 4119      8449      830      0.914062      -4.25      7.925      0.796875      -4.34375      7.999      0.00113949      0
 4120      8448      8449      0.796875      -4.34375      7.999      0.765625      -4.375      8.106      0.000292248      1
 4121      14574      8560      1.07031      -4.21875      7.934      1.10938      -4.25      7.974      0.00117345      0
 4122      8556      14574      1.10938      -4.25      7.974      1.00781      -4.3125      8.058      0.000454054      1
 4123      8689      14574      1.10938      -4.25      7.974      1.15625      -4.40625      7.917      0.000454054      1
 4124      8829      8832      1.63281      -3.84375      7.638      1.57812      -3.9375      7.816      0.0185726      0
 4125      14171      8832      1.63281      -3.84375      7.638      1.92188      -4.0625      7.707      0.00972984      0
 4126      14172      14171      1.92188      -4.0625      7.707      1.89062      -4.09375      7.811      0.000649801      0
 4127      6151      14172      1.89062      -4.09375      7.811      1.89844      -4.15625      7.816      0.000150133      1
 4128      1275      8829      1.57812      -3.9375      7.816      1.64844      -4.09375      7.985      0.0135404      0
 4129      6408      8829      1.57812      -3.9375      7.816      1.72656      -3.84375      7.96      0.0107714      0
 4130      6411      8829      1.57812      -3.9375      7.816      1.64062      -3.96875      8.057      0.0167206      0
 4131      14428      6411      1.64062      -3.96875      8.057      1.64062      -3.90625      8.119      0.0153659      0
 4132      14429      14428      1.64062      -3.90625      8.119      1.625      -3.9375      8.353      0.0140787      0
 4133      14430      14429      1.625      -3.9375      8.353      1.58594      -4      8.422      0.0127514      0
 4134      8824      14430      1.58594      -4      8.422      1.53906      -3.96875      8.546      0.0118263      0
 4135      14431      14430      1.58594      -4      8.422      1.55469      -4.03125      8.557      0.0100666      0
 4136      6419      14431      1.55469      -4.03125      8.557      1.60156      -4.09375      8.742      0.0043834      0
 4137      6420      14431      1.55469      -4.03125      8.557      1.52344      -4.1875      8.688      0.00656577      0
 4138      8822      14431      1.55469      -4.03125      8.557      1.51562      -4      8.725      0.00716946      0
 4139      14432      8822      1.51562      -4      8.725      1.53125      -4.09375      8.806      0.00606275      0
 4140      14433      14432      1.53125      -4.09375      8.806      1.51562      -4.15625      8.978      0.00494408      0
 4141      1153      14433      1.51562      -4.15625      8.978      1.42188      -4.125      9.087      0.0037701      0
 4142      6553      1153      1.42188      -4.125      9.087      1.34375      -4.1875      9.146      0.00285869      0
 4143      14572      1153      1.42188      -4.125      9.087      1.32812      -4.09375      9.064      0.00233104      0
 4144      937      14572      1.32812      -4.09375      9.064      1.08594      -4.125      9.032      0.000670475      1
 4145      1046      6553      1.34375      -4.1875      9.146      1.21094      -4.21875      9.342      0.00114971      1
 4146      14437      6553      1.34375      -4.1875      9.146      1.39062      -4.3125      9.233      0.001933      0
 4147      8965      14437      1.39062      -4.3125      9.233      1.44531      -4.40625      9.27      0.00105183      0
 4148      8964      8965      1.44531      -4.40625      9.27      1.42188      -4.4375      9.392      0.000326667      1
 4149      6422      6420      1.52344      -4.1875      8.688      1.46094      -4.28125      8.712      0.00491497      0
 4150      8971      6420      1.52344      -4.1875      8.688      1.54688      -4.28125      8.706      0.0039464      0
 4151      1384      8971      1.54688      -4.28125      8.706      1.6875      -4.375      8.808      0.00121588      1
 4152      8969      8971      1.54688      -4.28125      8.706      1.51562      -4.3125      8.839      0.00213561      0
 4153      9113      8969      1.51562      -4.3125      8.839      1.65625      -4.34375      8.912      0.00115691      0
 4154      1383      9113      1.65625      -4.34375      8.912      1.67969      -4.375      9.027      0.000308073      1
 4155      6424      6422      1.46094      -4.28125      8.712      1.44531      -4.3125      8.836      0.00404658      0
 4156      14315      6422      1.46094      -4.28125      8.712      1.44531      -4.46875      8.707      0.00284123      0
 4157      14435      6422      1.46094      -4.28125      8.712      1.36719      -4.3125      8.779      0.00272217      0
 4158      1048      14435      1.36719      -4.3125      8.779      1.1875      -4.3125      8.736      0.000488738      1
 4159      1266      14315      1.44531      -4.46875      8.707      1.40625      -4.5625      8.633      0.000875007      0
 4160      1267      1266      1.40625      -4.5625      8.633      1.4375      -4.53125      8.55      0.000232494      1
 4161      1152      6424      1.44531      -4.3125      8.836      1.35156      -4.3125      8.909      0.00199686      0
 4162      6425      6424      1.44531      -4.3125      8.836      1.44531      -4.3125      9.024      0.00294459      0
 4163      8966      6424      1.44531      -4.3125      8.836      1.44531      -4.4375      8.828      0.0021961      0
 4164      9111      8966      1.44531      -4.4375      8.828      1.57812      -4.5      8.885      0.000409919      1
 4165      14317      8966      1.44531      -4.4375      8.828      1.40625      -4.53125      8.875      0.000409919      1
 4166      8967      6425      1.44531      -4.3125      9.024      1.52344      -4.28125      9.211      0.00163045      0
 4167      14434      8967      1.52344      -4.28125      9.211      1.51562      -4.1875      9.357      0.000456604      1
 4168      8819      1152      1.35156      -4.3125      8.909      1.33594      -4.28125      9      0.000241876      1
 4169      14309      6419      1.60156      -4.09375      8.742      1.67188      -4.21875      8.893      0.000557515      1
 4170      8825      8824      1.53906      -3.96875      8.546      1.58594      -3.875      8.6      0.0108423      0
 4171      8827      8825      1.58594      -3.875      8.6      1.625      -3.78125      8.631      0.00998121      0
 4172      8979      8825      1.58594      -3.875      8.6      1.75      -3.90625      8.657      0.00676307      0
 4173      9120      8979      1.75      -3.90625      8.657      1.89062      -3.9375      8.678      0.00281276      0
 4174      9273      9120      1.89062      -3.9375      8.678      2.03125      -4      8.781      0.00170769      0
 4175      9416      9273      2.03125      -4      8.781      2.19531      -4.0625      8.867      0.000520064      1
 4176      14169      9273      2.03125      -4      8.781      2.15625      -3.875      8.821      0.000520064      1
 4177      6544      8827      1.625      -3.78125      8.631      1.64062      -3.75      8.641      0.009437      0
 4178      1273      6544      1.64062      -3.75      8.641      1.74219      -3.8125      8.735      0.00872283      0
 4179      1391      1273      1.74219      -3.8125      8.735      1.92969      -3.84375      8.836      0.00428652      0
 4180      8977      1273      1.74219      -3.8125      8.735      1.72656      -3.9375      8.849      0.00751425      0
 4181      1389      8977      1.72656      -3.9375      8.849      1.89062      -3.9375      8.904      0.00321101      1
 4182      8976      8977      1.72656      -3.9375      8.849      1.71875      -3.90625      9.121      0.00587641      0
